Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10003861,Leeds Beckett University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,0,0,"3,153","2,252","15,767"
10003861,Leeds Beckett University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10003861,Leeds Beckett University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10003861,Leeds Beckett University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,0,0,0,0
10003861,Leeds Beckett University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10003861,Leeds Beckett University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10003861,Leeds Beckett University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,0,0,0
10003861,Leeds Beckett University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,0,0,"31,659","22,613","158,297"
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"4,000","2,857","20,000"
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (open competitive process),0,0,0,0,0
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (other),0,0,0,0,0
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK other sources,0,0,0,0,0
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU government bodies,0,0,0,0,0
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU-based charities (open competitive process),0,0,0,0,0
10003861,Leeds Beckett University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"EU industry, commerce and public corporations",0,0,0,0,0
